what,kind,bundleId,bundleVersion,description,time
closed,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1578238262535
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1578238297981
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1578238302605
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1578238305059
opened,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1578238305209
activated,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1578238305258
activated,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1578238316995
closed,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1578238316995
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1578238320979
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1578238349230
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1578238357661
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1578238378225
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1578238396722
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1578238399306
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1578238402343
opened,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1578238402543
activated,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1578238402583
activated,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1578238410283
closed,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1578238410283
executed,command,,,"AUTOGEN:::org.eclipse.jst.jsp.core.jspsource.ruler.actions/org.eclipse.ui.texteditor.SelectRulerAction",1578238426076
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1578238449011
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1578307617280
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1578307620892
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1578307623967
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1578307638901
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1578307661042
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1578307663345
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1578307666921
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1578307671934
opened,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1578307672201
activated,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1578307672243
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1578307682057
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1578307684418
activated,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1578307689799
closed,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1578307689799
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1578307710934
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1578307715228
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1578307727495
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1578307730404
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1578307733808
opened,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1578307733949
activated,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1578307733992
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1578307744117
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1578307821520
activated,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1578307826747
closed,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1578307826747
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1578307828975
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1578307830932
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1578307832931
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1578307835460
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1578307842508
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1578307845043
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1578307848114
opened,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1578307848287
activated,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1578307848327
activated,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1578307856261
closed,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1578307856261
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1578307857887
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1578307878452
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1578307895308
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1578307898177
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1578307901362
opened,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1578307901710
activated,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1578307901752
activated,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1578307909602
activated,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1578307924304
activated,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1578307928368
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1578307931799
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1578308139888
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1578308142400
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1578308186047
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1578308198993
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1578308208038
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1578308212871
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1578308218173
activated,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1578308218251
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1578308227062
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1578308255824
activated,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1578308257577
closed,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1578308257577
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1578308260496
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1578308273861
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1578308276640
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1578308280354
opened,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1578308280521
activated,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1578308280575
activated,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1578308292186
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1578308328736
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1578308331750
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1578308334356
activated,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1578308334424
activated,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1578308339655
closed,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1578308339655
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1578308349001
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1578308352417
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1578308355393
opened,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1578308355528
activated,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1578308355576
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1578308359046
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1578308360180
activated,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1578308367096
closed,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1578308367096
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1578308403170
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1578308410941
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1578308413909
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1578308418216
opened,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1578308418351
activated,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1578308418401
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1578308424953
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1578308426069
activated,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1578308427517
closed,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1578308427517
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1578308447762
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1578308449826
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1578308455426
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1578308457822
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1578308460294
opened,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1578308460433
activated,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1578308460483
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1578308466594
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1578308467789
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1578308469047
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1578308470226
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1578308471825
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1578308472974
activated,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1578308475841
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1578308480853
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1578308488003
activated,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1578308491469
activated,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1578308492153
closed,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1578308492153
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1578308494996
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1578308497912
opened,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1578308498080
